2292951;Софіи;софия;Ne;-s---fd--i;-s---fn--i:соѳья,софья,cофиꙗ,софиꙗ,софьꙗ|-s---fg--i:соѳья,соѳьѣ,соѳьи,софиꙗ,софѣа,софиѥ,софьи,софиѧ,Софеи|-s---fl--i:соѳьи,софии|-s---fa--i:соѳью,софию;Софеи,съѳии,Софіи,софеи,съфии,софии
2292952;къ;къ;R-;---------n;no distractor;къ
2292953;Кіеву;кыевъ;Ne;-s---md--i;-s---ml--i:киевѣ,кыевѣ,кыѥвѣ,Кыѥвѣ,Кыевѣ,кꙑѥвѣ,кꙑевѣ,кꙑеве,Кіевѣ|-s---mn--i:киевъ,кыевъ,кыѥвъ,Кіевъ|-s---mg--i:кіева,киева,кыева,кыѥва,києва,кꙑѥва,кꙑева,Кыева,Кіева|-s---ma--i:киевъ,кыѥвъ,кыевъ,києвъ,кіевъ,кꙑѥвъ,кꙑевъ|-s---mi--i:кыѥвомъ;киеву,кіеву,кыеву,кыѥву,киѥвѹ,кыѥвѹ,кыєву,кꙑѥвꙋ,кꙑѥвѹ,кꙑевѹ,кꙑѥ,киѥву,кыѥву⁘,киву,Кіеву,Кыеву,кые,кыеву⁘
2292954;Тогда;тъгда;Df;---------n;no distractor;Тогда,тогда
2292955;при;при;R-;---------n;no distractor;при
2292956;Олзѣ;ольгъ;Ne;-s---ml--i;-s---md--i:ѡльгові,ѡльгови|-s---mn--i:ѡлеглъ|-s---mg--i:ѡльга,Ольга|-s---mi--i:ѡльгомъ;ѡлзѣ,ѡльзѣ,Олзѣ,олзѣ,ользѣ
2292957;Гориславличи;гориславичь;A-;-s---mlpsi;no distractor;Гориславличи,гориславличи
2292958;сѣяшет;сѣяти;V-;3siia----i;-pppamn-si:сѣюще|--pna----i:сѣѧти|3spia----i:сеет|3ppia----i:сѣють|3piia----i:сѣѧхѹ|-sspamn-si:сѣѧлъ;сѣѧше,сѣяше,сѣяшет
2295004;ся;себе;Pk;3s---qa--i;no distractor;сѧ,с,стѧ,ся,ца,сиѧ,са,сꙗ,сї,ц,ця,cꙗ,с꙽ѧ,шь,се,с҃,сь,стя,сия,си,cя,с꙽я
2292959;и;и;C-;---------n;no distractor;и
2292960;растяшеть;расти;V-;3siia----i;3ppia----i:растѹтъ,ростѹтъ,ростутъ|3spia----i:растетъ,ростетъ|-sppafd-si:растѹщи;растѧше,растяшеть,растяше
2292961;усобицами;усобица;Nb;-p---fi--i;-p---fn--i:усобицѣ|-s---fn--i:оусобица|-s---fg--i:оусобицѣ|-p---fa--i:усобіцѣ;усобицами
2292962;погибашеть;погыбати;V-;3siia----i;3spia----i:погыбаеть|3ppia----i:погыбають|-pppamd-si:погꙑбающемъ|-pppamn-wi:погибающїи|1ppia----i:погибаем|1spia----i:погибаю|-pppamg-wi:погыбающих|-pppamd-wi:погибающим;погибашеть
2292963;жизнь;жизнь;Nb;-s---fn--i;no distractor;жизнь
2292964;Даждь-Божа;даждьбожь;A-;-s---mgpsi;no distractor;Даждь-Божа,даждьбожа
2292965;внука;вънукъ;Nb;-s---mg--i;-p---mg--i:внукъ|-p---mi--i:оунуки|-p---mn--i:внуци|-s---mn--i:вънѹкъ,вънукъ|-s---md--i:вънѹкѹ|-p---md--i:внуком|-s---ma--i:вънѹкъ|-s---ml--i:вънѹце|-p---ma--i:внукы|-s---mv--i:внуче|-p---mv--i:внуце;внука,вънѹка,вънука
2292966;въ;въ;R-;---------n;no distractor;въ
2292967;княжихъ;къняжь;A-;-p---flpwi;-s---mgpsi:кънѧжа|-s---mnpsi:кнѧжь|-s---mapsi:кънѧжъ|-s---flpsi:кнѧжи|-s---fgpwi:кнѧжее|-s---fgpsi:кнѧже|-d---mapsi:кнѧжа|---------n:княжь|-s---fnpsi:кнѧжа|-s---mlpsi:кнѧжи,кнѧжѣ|-p---mnpsi:кнѧжи|-p---fnpsi:кнѧжи|-p---fapsi:кнѧжи|-s---ngpsi:кнѧжа|-s---nipsi:кнꙗжемь|-s---ndpsi:кнѧжю|-p---mnpwi:кн҃жиѧ|-s---mdpsi:кнѧжю|-d---mnpsi:кн҃зѧ|-p---mapwi:кнѧжеѣ|-s---nnpsi:княже;княжихъ
2292968;крамолахъ;крамола;Nb;-p---fl--i;-p---fa--i:крамолы|-s---fn--i:крамола|-s---fa--i:крамолѹ,крамолу|-s---fg--i:крамолы|-s---fl--i:крамолѣ|-p---fi--i:крамолами;крамолахъ
2292969;вѣци;вѣкъ;Nb;-p---mn--i;no distractor;вѣци
2292970;человѣкомь;человѣкъ;Nb;-p---md--i;-p---mg--i:человѣкъ|-s---mg--i:человѣка,чл҃овѣка,чоловека|-p---ml--i:члв҃цхъ,чл҃вцхъ,чл҃цехъ,чл҃цѣхъ|-p---mn--i:чл҃вѣцецы|-p---ma--i:чл҃вци,чл҃вки,члв҃кы,члв҃ци,чл҃вкы|-s---ml--i:чл҃вцѣ|-p---mi--i:чл҃вѣки|-s---mn--i:человекъ,человѣкъ,Человѣкъ|-s---md--i:человѣкѹ,человекѹ|-s---mv--i:чл҃вѣвѣче|-d---ma--i:чл҃вка|-d---mn--i:чловѣка|-s---mi--i:чл҃вѣком,члв҃комь|-s---ma--i:цоловҍкъ,человеко;чл҃вкомъ,члв҃кмъ,чл҃вкмъ,члквомъ,члв҃комъ,члвк҃мъ,чл҃вѣком,человѣкомъ,чл҃ком,члвкомъ,человѣкомь,члвкмъ,члвѣком,члком
2292971;скратиша;съкратити;V-;3paia----i;no distractor;скратиша
2295013;сь;себе;Pk;3s---qa--i;no distractor;сѧ,с,стѧ,ся,ца,сиѧ,са,сꙗ,сї,ц,ця,cꙗ,с꙽ѧ,шь,се,с҃,сь,стя,сия,си,cя,с꙽я
2292972;Тогда;тъгда;Df;---------n;no distractor;Тогда,тогда
2292973;по;по;R-;---------n;no distractor;по
2292974;Руской;русьскыи;A-;-s---fdpwi;-s---fnpwi:русьская,русьскаꙗ,рѹс҃скаꙗ,рѹсьскаꙗ|-s---nnpwi:руское|-p---mnpwi:роус҃стии|-s---fnpsi:рѹс҃ска|-s---mgpwi:рускаго|-p---mdpwi:роусьскымъ|-p---fapwi:руския,рѹскые|-p---mapwi:русьскыѣ|-s---fgpwi:русьскыя,русьскыѣ,русьскиѣ,рѹсьскꙑꙗ,рѹс҃скꙑꙗ|-s---mnpwi:русьскыи,сѹрьскꙑи,рѹсьскꙑи|-s---mdpwi:рѹсскомѹ|-s---mdpsi:руску|-p---mgpwi:рѹсьскꙑихъ,роусьскыхъ,роус҃скыхъ|-s---mipwi:рус҃скимъ|-p---mlpwi:роус҃скыхъ|-s---fapsi:русьску,рѹсьскѹ|-s---mlpwi:рѹсьстѣмь|-s---fapwi:роус҃скоую|-s---fdpsi:русьстѣ|-s---flpsi:русьстѣ,рѹсьскѣ|-s---nipwi:русьскымь|-s---fgpsi:русьскы|-p---mnpsi:русскиѣ|-s---napwi:руское,рѹское|-p---mipwi:русскими|-p---flpwi:руских|-s---ndpwi:рѹсскомѹ|-s---mapwi:рѹськыи|-s---fipti:рускою|-p---fnpwi:рускія|-s---ngpwi:рускаго;русьстѣи,русьскѣи,русскѣи,рѹсьскѣи,рѹсьстѣи,рѹсьскои,роусьскои,рустѣи,Руской,русьскои,рускои
2292975;земли;земля;Nb;-s---fd--i;-s---fn--i:землѧ,земля,землꙗ,ȥемлѧ,Земля|-s---fa--i:земьлю|-p---fg--i:земель|-s---fi--i:землею|-p---fd--i:землѧмъ,землꙗмъ,зѣмлꙗмъ,землямъ|-s---fv--i:земле,землѣ|-p---fl--i:землѧхъ|-p---fi--i:землями;земли,землі,землѣ,землї,ȥемли
2292976;рѣтко;рѣдъкыи;A-;-s---mapsi;no distractor;рѣтко
2292977;ратаевѣ;ратаи;Nb;-p---mn--i;no distractor;ратаевѣ
2292978;кикахуть;кыкати;V-;3piia----i;no distractor;кикахуть
2292979;нъ;нъ;C-;---------n;no distractor;нъ
2292980;часто;частыи;A-;-s---napsi;-s---nipwi:частыимь|-p---nipwi:частыими|-s---fnpsi:часта|-s---ndpsi:частꙋ|-s---nlpsi:часте|-p---fipwi:частыми|-p---mipwi:частыми|-p---nnpwi:частаѧ|-p---fapwi:частыѧ|-p---mnpwi:частыѧ;часто
2292981;врани;вранъ;Nb;-p---mn--i;no distractor;врановѣ,врани
2292982;граяхуть;граяти;V-;3piia----i;no distractor;граяхуть,граахуть
2292983;трупіа;трупие;Nb;-p---na--i;-s---na--i:трупье|-s---ng--i:троупїа|-s---nl--i:трупии|-p---nn--i:троупїа|-s---ni--i:трѹпїемъ|-s---nn--i:трѹпиѥ;троупїа,трꙋпїа,трупіа,трупиа
2292984;себѣ;себе;Pk;3p---md--i;3s---qa--i:стѧ,сиѧ,с꙽ѧ|3p---ma--i:сѧ|3s---ma--i:собѧ,себѧ|3s---qg--i:собе,себе,себѧ,себя|3s---mi--i:соб[ою|3s---fi--i:собою|3s---qi--i:собою|3s---fg--i:себѧ,сѣбѧ,себе|3s---fa--i:сїѧ|3p---mi--i:собою|3s---nd--i:си|3s---ni--i:собою;собѣ,себѣ
2292985;дѣляче;дѣлити;V-;-pppamn-si;---u--a--i:дѣлитъ|-sspamn-si:делилъ|--pna----i:дѣлити;дѣляче
2292986;а;а;C-;---------n;no distractor;а
2292987;галици;галица;Nb;-p---fn--i;no distractor;галици
2292988;свою;свои;Pt;3s---fa--i;3s---fl--i:своеи,своей,своѥи|3p---ni--i:своими|3s---ni--i:своимъ,своимь|3p---mi--i:своими,своимї|3s---mi--i:асвоимъ|3p---nl--i:своихъ|3s---mg--i:своего,своѥго,своево,своѥгѡ,своегѡ,своєго|3s---ml--i:своемь,своемъ,своѥмь,своѥмъ|3s---ma--i:свои,свой,свої,свѡи|3s---nn--i:свое,своѥ|3s---na--i:свое,своѥ,своe|3p---ma--i:свои,своя,своѣ,своѧ,своꙗ,своѥ|3p---mg--i:своихъ,своих҃|3p---fd--i:своимъ|3p---md--i:своимъ|3s---fg--i:своеіѧ|3p---fa--i:своѥꙗ|3s---md--i:своѥмоу|3p---na--i:своя,свои,своѧ,своꙗ,своа|3d---ma--i:своя,свои,своꙗ,своѧ|3p---fg--i:своихъ|3s---fd--i:своеи,своѥи,своей,своєи|3s---ng--i:своего,своѥго,своѥгъ|3p---ml--i:своихъ|3p---ng--i:своихъ|3s---fi--i:своею,своѥю,своєю|3s---mn--i:своимь|3p---pi--i:своими|3p---fi--i:своими|3d---fi--i:своима|3d---fg--i:своею,своѥю|3d---fa--i:свои,свої|3p---mn--i:свои|3s---nl--i:своемъ,своемь,своѥмъ,своѥмь|3d---ni--i:своима|3d---fd--i:своима|3s---fn--i:своя,своѧ,своꙗ,свъѧ|3s---nd--i:свосемѹ|3d---na--i:свои|3d---mg--i:своею,своѥю|3d---md--i:своима|3d---mi--i:своима|3p---fl--i:своихъ,своеих|3d---ng--i:своею|3d---fl--i:своѥю,своею|3p---fn--i:свои|3p---nd--i:своимъ|3d---nl--i:своею|3d---ml--i:своею;свою
2292989;рѣчь;рѣчь;Nb;-s---fa--i;-p---fa--i:рѣчи|-p---fi--i:рѣчьми|-p---fn--i:речи,рѣчи|-p---fg--i:речеи,рѣчей|-p---fl--i:рѣчѣхъ|-s---fd--i:рѣчи|-d---fa--i:рѣчи|-s---fl--i:рѣчи|-s---fi--i:рѣчью;рѣчь
2292990;говоряхуть;говорити;V-;3piia----i;--pna----i:говорити,говоритї,говорить|3spia----i:говоритъ,говорить|-pspamn-si:говорили|-sspafn-si:говорила|1spia----i:говорю|-sspamn-si:говорилъ|-sppamn-si:говорячи|2spia----i:говориш|-suppnn-si:говорено|3ppia----i:говорятъ|2spma----i:говори;говоряхуть
2292991;хотять;хотѣти;V-;3ppia----i;3siia----i:хотѧшеть|3spia----i:хощеть,хочеть,хѡщеть,хощетъ,хочетъ,хъчьть,хочете,хоцьть|-pppafg-wi:хотѧщихъ|-pppamn-si:хотѧще,хотѧче,хотѧща|-sppamn-si:хотиѧ|1ppia----i:хочмеъ,хочемъ,хощемъ,хотимъ,хоцемъ|--pna----i:хотѣти,хотѣть|1spia----i:хочю,хощю,хощу,хощꙋ,хощѹ,хоцю,хочѹ,хоцѫ,Хощу|2ppia----i:хочете,хощете,хотите|2spia----i:хощеши,хочеши,хощешь,хочешь,хочешъ,хоцьши|-sppafn-si:хотѧщи,хотꙗщи|3piia----i:хотѧхуть|-sspamn-si:хотѣлъ,хотелъ,хотело|-supamn-si:хотѣвъ|3saia----i:хотѣ|-sppamn-wi:хотѧи|-sppamd-si:Хотѧщю,хотѧщю,хотꙗщю,хотѧщꙋ|-pspamn-si:хотѣли,хотели|2dpia----i:хочета|1paia----i:хотѣхом|3paia----i:хотѣша|1saia----i:хотѣхъ|-dppamn-si:хотѧща,хотꙗща|-pppamd-wi:хотѧщимъ|1siia----i:хотѧх|-pupamd-wi:хотѣвшим|-pppafn-si:хотяще|-sppamg-si:хотꙗща|-sppamd-wi:хотꙗщюѹмѹ|-pppang-wi:хотꙗщихъ|-pppamd-si:хотꙗщемъ,хотѧщемъ|-dppamd-si:хотѧщема|-pppama-si:хотѧща|-sppama-wi:хотѧщїи|-sppafa-wi:хотѧщюю;хотѧть,хотѧт,хотꙗть,хотятъ,хотять,хотят
2292992;полетѣти;полетѣти ;V-;--pna----i;3paia----i:полетѣша|3saia----i:полетѣ|1spia----i:Полечю;полетѣти
2292993;на;на;R-;---------n;no distractor;на
2292994;уедіе;уѣдие;Nb;-s---na--i;no distractor;уедіе,уедие
2292995;То;тыи;Pd;-s---nn--i;-p---mg--i:тѣхъ,тыхъ,тьхъ,тех҃|-p---mn--i:тыя,тые,тїи,тѣе,Тіи|-s---ni--i:тѣмь,тѣмъ,темъ,тѣмʼ,темь|-s---mg--i:того,тово,тогѡ,тог҃,тг҃о,Того|-s---nd--i:ткомоу|-s---ng--i:того,тово,тогѡ|-s---na--i:тое,тоє|-p---ma--i:тыꙗ,тыи|-s---mi--i:тѣмь,тѣмъ,темъ,тымъ,тымь|-p---md--i:тѣмъ,тѣмь,тѣ҃м,темь|-p---mi--i:тѣми,теми,тыми,Тѣми|-d---mn--i:та|-s---fl--i:тои,той|-s---fd--i:тои,той,тѡи,тъй|-p---fg--i:тѣхъ,техъ,тихъ|-s---mn--i:тои,теи,Тъй|-p---fl--i:тѣхъ|-s---fn--i:тоѧ,Тая,тая|-s---nl--i:томъ,томь,тѡмь,тѡмъ,томо|-s---md--i:томоу|-p---nl--i:тѣхъ|-s---ml--i:томъ,томь,тѡмь,томо|-s---fg--i:тоя,тои,тое,тоѣ,тоѧ,тоꙗ,тоє,тоѥ|-s---fa--i:тую,тѹю|-d---ma--i:та|-p---fn--i:тѣе|-p---ni--i:тѣми|-p---ng--i:тѣхъ|-p---na--i:таѧ|-p---fa--i:тоѧ|-d---mg--i:тою|-s---fi--i:тою|-p---ml--i:тѣхъ,тыхъ|-p---fd--i:тѣмъ|-p---nn--i:та,тѣ|-p---nd--i:тѣм|-p---fi--i:теми,тѣми|-d---md--i:тѣма|-d---nl--i:тию;то,тое,То
2292996;было;быти;V-;-sspann-si;3spia----i:есть,етсь,ѥсть,естъ,есте|-pppamd-wi:сѹщиимъ|3saia----i:бысть,бꙑсть,быстъ,быстʼ|3ppia----i:бдуть,соуть|3siia----i:будѧше,бѧшеть,бѹдꙗше,бѹдѧше,бꙋдѧше,бяшетъ,Бяшеть|-pppama-wi:сущая,сѹщаѧ|3pfia----i:боудоуть|-supamn-si:бывше|3piia----i:бѣахѹть|3paia----i:быша,бꙑша|-sspamn-si:былъ,был꙽,бꙑлъ,бꙑло,бꙑле|--pna----i:быти,бꙑти,быть,Быти|-pppamn-si:соущи,соуще|3diia----i:бѧста,бѣста,беста|1piia----i:бѧхомъ|-pspann-si:была,были|-sppafd-wi:сущеи,сѹщеи|-sppafd-si:сущи,суще,сѹщи,сѹще|-sppamg-si:соуща|1spia----i:ес꙽мь,есемо,есьмь,есьмъ|3spma----i:буди,бѹди,бѹдь,бꙋди|3daia----i:быста,бѣста,бꙑста|3sfia----i:боудеть,боудетъ,боудѣте,боудѣть,боудѣтѣ|-supafd-si:бывъши|-supanl-wi:бывшемъ|-supang-wi:бывшаго|-sfpama-wi:будущии,будущїи,бѹдѹщии,бѹдѹщиї|-sfpamn-wi:будущии|-pppamg-wi:сѹщиихъ|1ppia----i:ес꙽мы|-pfpama-wi:будущая|2spia----i:бѹдеши|1paia----i:быхомъ,быхъмъ|2ppia----i:есте,ѥсте,естя,єсте|-pupamn-si:бывъше|-sppafa-si:сущю,сѹщю,сѹщȣ,сѹщѹ|-supafn-si:бывши|1sfia----i:буду,бѹдѹ|2spma----i:буди,бѹди,бꙋди|-sppafn-si:соущи|-pupana-wi:бывшая|1pfia----i:будемъ|-sspafn-si:была|-pspamn-si:были,Были|2paia----i:бысте,бѣсте|-sppang-wi:сущаго,сѹщаго|2dfia----i:будета|3dpia----i:еста,ѥста|2sfia----i:бѹдеш]и|-pupamd-wi:бывшимъ|-supamd-si:бывъшю,быв꙽шѹ|-sppamn-wi:соущїи|-supana-wi:бывъшеѥ|-supafa-si:бывшю,бывши|-pppama-si:суща,сѹща|-pppamd-si:сущемъ,сѹщемъ|-sppamd-si:сущю,сѹщю,сущу,сѹщѹ,сѹщȣ,сꙋщꙋ,сѹщꙋ|1saia----i:быхъ,бѧхъ,бꙑхо|2daia----i:быста|-dppamn-si:суща|2dpia----i:еста,ѥста|-sppafa-wi:сущюю|-sppama-si:сущи,сѹщь|-sppand-si:соущꙋ|2pfia----i:боудѣте|1dpia----i:есвѣ,есвҍ|1siia----i:бѣхъ|1dfia----i:будевѣ,бѹдевѣ|-pspafn-si:были|-supand-si:бывъшю,быв꙽шѹ|-sppamg-wi:сѹщааго|-pppamn-wi:соущїи|-pppami-wi:сѹщиими|-sfpamg-wi:бѹдѹщаго|-dppamg-si:сѹщю|-dupamg-si:бывъшю|2saia----i:бысть|2ppma----i:будѣте|-sfpaml-wi:бѹдѹщемъ|-pppann-wi:сущие|-sppann-wi:сущее|-supamn-wi:бывыи,бывьї|-sppamn-si:сѹщь,буда|-supamg-si:бывъша|2siia----i:бѣ|-pppaml-wi:сѹщиихъ|-sppann-si:сѹще|-pppana-si:сѹща|-sppafn-wi:сѹщаꙗ,сѹщаѧ|-sppana-si:сѹще|-pppang-wi:сѹщиихъ,бѹдꙋщих|-sppama-wi:сѹщии|-pppana-wi:соущаѧ|-pppand-si:сѹщемъ|-sppamd-wi:сѹщюѹмѹ|-pupamn-wi:бывъшеи|1ppma----i:бѹдѣмъ|-pupamd-si:бывъшемъ|-sppang-si:сѹща|-dppamd-si:сѹщема|-pupamg-wi:бывъшиихъ|-pppafd-wi:соущимъ|-supafa-wi:бывшꙋю,бывшюю|-supamg-wi:быв꙽шаго|-sfpang-wi:бѹдꙋщаго|-pfpann-wi:бѹдѹщаѧ|-supann-wi:быв꙽шее|-pfpand-wi:бѹдꙋщим|-sfpana-wi:бѹдꙋщее|-pfpana-wi:бѹдꙋщаѧ,будущая|-pupang-wi:быв꙽шихъ|-sppana-wi:сѹщее|-pupama-wi:быв꙽шаѧ|-dspamn-si:была|-supama-wi:бывшии|-pppann-si:суща|-dupamg-wi:бывшею|-supang-si:бывша;было,былъ,был҃о,былы,былѡ
2292997;въ;въ;R-;---------n;no distractor;въ
2292998;ты;тыи;Pd;-p---fa--i;-s---nn--i:тое|-s---ma--i:той,тои,тꙑи|-p---mg--i:тѣхъ,тыхъ,тьхъ,тех҃|-p---mn--i:тыя,тые,тїи,тѣе,Тіи|-s---ni--i:тѣмь,тѣмъ,темъ,тѣмʼ,темь|-s---mg--i:того,тово,тогѡ,тог҃,тг҃о,Того|-s---nd--i:ткомоу|-s---ng--i:того,тово,тогѡ|-s---na--i:тое,тоє|-s---mi--i:тѣмь,тѣмъ,темъ,тымъ,тымь|-p---md--i:тѣмъ,тѣмь,тѣ҃м,темь|-p---mi--i:тѣми,теми,тыми,Тѣми|-d---mn--i:та|-s---fl--i:тои,той|-s---fd--i:тои,той,тѡи,тъй|-p---fg--i:тѣхъ,техъ,тихъ|-s---mn--i:тои,теи,Тъй|-p---fl--i:тѣхъ|-s---fn--i:тоѧ,Тая,тая|-s---nl--i:томъ,томь,тѡмь,тѡмъ,томо|-s---md--i:томоу|-p---nl--i:тѣхъ|-s---ml--i:томъ,томь,тѡмь,томо|-s---fg--i:тоя,тои,тое,тоѣ,тоѧ,тоꙗ,тоє,тоѥ|-s---fa--i:тую,тѹю|-d---ma--i:та|-p---ni--i:тѣми|-p---ng--i:тѣхъ|-p---na--i:таѧ|-d---mg--i:тою|-s---fi--i:тою|-p---ml--i:тѣхъ,тыхъ|-p---fd--i:тѣмъ|-p---nn--i:та,тѣ|-p---nd--i:тѣм|-p---fi--i:теми,тѣми|-d---md--i:тѣма|-d---nl--i:тию;ты,те,тѣ,тоѧ,тоя
2292999;рати;рать;Nb;-p---fa--i;-s---fa--i:рать|-s---fn--i:рать|-p---fl--i:ратехъ|-s---fi--i:ратью,ратию|-p---ml--i:ратьхъ|-p---fi--i:ратьми;рати
2293000;и;и;C-;---------n;no distractor;и
2293001;въ;въ;R-;---------n;no distractor;въ
2293002;ты;тыи;Pd;-p---ma--i;-s---nn--i:тое|-s---ma--i:той,тои,тꙑи|-p---mg--i:тѣхъ,тыхъ,тьхъ,тех҃|-p---mn--i:тыя,тые,тїи,тѣе,Тіи|-s---ni--i:тѣмь,тѣмъ,темъ,тѣмʼ,темь|-s---mg--i:того,тово,тогѡ,тог҃,тг҃о,Того|-s---nd--i:ткомоу|-s---ng--i:того,тово,тогѡ|-s---na--i:тое,тоє|-s---mi--i:тѣмь,тѣмъ,темъ,тымъ,тымь|-p---md--i:тѣмъ,тѣмь,тѣ҃м,темь|-p---mi--i:тѣми,теми,тыми,Тѣми|-d---mn--i:та|-s---fl--i:тои,той|-s---fd--i:тои,той,тѡи,тъй|-p---fg--i:тѣхъ,техъ,тихъ|-s---mn--i:тои,теи,Тъй|-p---fl--i:тѣхъ|-s---fn--i:тоѧ,Тая,тая|-s---nl--i:томъ,томь,тѡмь,тѡмъ,томо|-s---md--i:томоу|-p---nl--i:тѣхъ|-s---ml--i:томъ,томь,тѡмь,томо|-s---fg--i:тоя,тои,тое,тоѣ,тоѧ,тоꙗ,тоє,тоѥ|-s---fa--i:тую,тѹю|-d---ma--i:та|-p---ni--i:тѣми|-p---ng--i:тѣхъ|-p---na--i:таѧ|-d---mg--i:тою|-s---fi--i:тою|-p---ml--i:тѣхъ,тыхъ|-p---fd--i:тѣмъ|-p---nn--i:та,тѣ|-p---nd--i:тѣм|-p---fi--i:теми,тѣми|-d---md--i:тѣма|-d---nl--i:тию;ты,тѣ,те,тыꙗ,тꙑ,тыи,тыя
2293003;плъкы;пълкъ;Nb;-p---ma--i;-d---md--i:полкома|-s---mn--i:полъкъ|-s---ml--i:полку,пълку|-d---mi--i:полкома|-s---ma--i:пълъкъ|-s---mg--i:полка,полку,плъка,пълку,плъку|-s---mi--i:полкомъ|-d---mg--i:полку|-p---mg--i:пълковъ,полковъ,плъковъ|-s---md--i:полку|-p---md--i:полкомъ;полкы,полъкы,полʼкы,плъкы,пълкы,плъки
2293004;а;а;C-;---------n;no distractor;а
2293005;сицей;сиции;A-;-s---fgpwi;-p---nnpsi:сица,сицѧ|-p---mnpsi:сици|-s---mnpsi:сиць|-s---fnpsi:сицѧ,сица|-p---mipwi:сицими|-p---nipwi:сицѣми,сицими|-s---mapsi:сиць|-s---mipsi:сицимь|-s---nnpsi:сице;сицей,сицеи
2293006;рати;рать;Nb;-s---fg--i;-s---fa--i:рать|-s---fn--i:рать|-p---fl--i:ратехъ|-s---fi--i:ратью,ратию|-p---ml--i:ратьхъ|-p---fi--i:ратьми;рати,рокши
2293007;не;не;Df;---------n;no distractor;не
2293008;слышано;слышати;V-;-suppnn-si;-pppamn-si:слы шаще|3saia----i:слышаще|-supamn-si:слышавъ,слышивъ,слышавʼ,слышав꙽|3paia----i:слышиша,слышаша|-pupamn-si:слышавъше,слышав꙽ши,слышав꙽ше|--pna----i:слышати|1paia----i:слышахомъ,слꙑшахомъ|1saia----i:слышахъ|2ppma----i:слышить|1ppia----i:слышимъ|1spia----i:слышю,слꙑшѹ,слꙑшю|3daia----i:слышаста|-dupamn-si:слышавша|-pspamn-si:слышали,слышели|3piia----i:слышааху|-sppamn-si:слыша,слꙑша|2spma----i:слыши|-sspafn-si:слышала|-sspann-si:слышало|-sspamn-si:слышалъ,слышелъ|2paia----i:слышасте|-supafn-si:слышавъши|3siia----i:слышашети|-spppmn-si:слышимъ|-pppamd-si:слышащемъ|-sppamd-si:слышащю|-puppma-si:слышаны|-pppaml-wi:слышащих|-pppama-si:слышащаѧ|-pupamd-wi:слышав꙽шим|-pppamd-wi:слышащим|3spia----i:слышить,слышитъ;слышано
2293009;Съ;съ;R-;---------n;no distractor;Съ,съ
2293010;зараніа;зарание;Nb;-s---ng--i;no distractor;заранія,зараніа,зарания,зараниа
2293011;до;до;R-;---------n;no distractor;до
2293012;вечера;вечеръ;Nb;-s---mg--i;-s---ma--i:вечеръ|-s---md--i:вечеру,вечерѹ,вечерꙋ|-s---mn--i:вечеръ|-s---ml--i:вече]ре|-p---ma--i:вечеры;вечера,вѣчера
2293013;съ;съ;R-;---------n;no distractor;съ
2293014;вечера;вечеръ;Nb;-s---mg--i;-s---ma--i:вечеръ|-s---md--i:вечеру,вечерѹ,вечерꙋ|-s---mn--i:вечеръ|-s---ml--i:вече]ре|-p---ma--i:вечеры;вечера,вѣчера
2293015;до;до;R-;---------n;no distractor;до
2293016;свѣта;свѣтъ;Nb;-s---mg--i;-s---ma--i:свѣтъ,светъ|-s---ml--i:свѣтѣ,свѣте|-s---md--i:свѣту,свѣтѹ,свѣтꙋ|-s---mi--i:свѣтомъ|-s---mn--i:свѣтъ|-s---mv--i:свѣте|-p---mn--i:свѣты|-p---md--i:свѣтомъ;свѣта
2293017;летятъ;летѣти;V-;3ppia----i;3saia----i:летѣ|-pppamn-si:летѧще|-sppafg-wi:летѧщаѧ|3spia----i:летитъ;летятъ
2293018;стрѣлы;стрѣла;Nb;-p---fn--i;-p---fg--i:стрѣлъ|-s---fl--i:стрѣлѣ|-p---fd--i:стрѣлам|-s---fa--i:стрѣлу|-p---fi--i:с꙽трелами,с꙽трѣлами|-s---fi--i:стрѣлою|-s---fg--i:с꙽трѣлы|-s---fd--i:стрѣлѣ|-p---md--i:стрѣлцемъ;стрѣлы
2293019;каленыя;калити;V-;-puppfn-wi;no distractor;каленыя
2293020;гримлютъ;гримати;V-;3ppia----i;no distractor;гримлютъ
2293021;сабли;сабля;Nb;-p---fn--i;-p---fi--i:саблѧми,саблями|-s---fa--i:саблю|-s---fi--i:саблею|-p---fd--i:саблямъ;сабли
2293022;о;о;R-;---------n;no distractor;о
2293023;шеломы;шеломъ;Nb;-p---ma--i;-s---mn--i:шеломъ|-s---ma--i:шелом|-s---mi--i:шеломомь,шеломомъ;шеломы
2293024;трещатъ;трещати;V-;3ppia----i;no distractor;трещатъ
2293025;копіа;копие;Nb;-p---nn--i;-s---ni--i:копьемъ,копиѥмь,копїемъ|-s---nn--i:копье,копїе|-p---ni--i:копьи,копии,копїи|-s---na--i:копье,копїе,копіе|-d---ni--i:копьема|-p---na--i:копьꙗ|-p---ng--i:копии|-s---ng--i:копія|-p---nd--i:копіемъ;копіа,Копіа,копиа
2293026;харалужныя;харалужьныи;A-;-p---nnpwi;no distractor;харалужныя
2293027;въ;въ;R-;---------n;no distractor;въ
2293028;полѣ;поле;Nb;-s---nl--i;-s---nn--i:поле|-p---na--i:полѧ,поля|-p---nn--i:полѧ|-s---nd--i:полю|-s---ng--i:полѧ,поля;поли,Поли,поле,полѣ
